,gender,income,total_completed,total_viewed,total_received,total_spent,avg_spent,completed_bogo,completed_discount,age_range,num_transactions_range,bogos_received_range,discounts_received_range,percent_viewed_range,percent_completed_range,discount_percent_completed_range,bogo_percent_completed_range
4345,0,0.4555555555555556,2,4,5,0.04477611940298507,0.03104212860310421,2,1,4,6,3,0,8,4,9,3
4346,1,0.1777777777777778,0,1,3,0.002487562189054722,0.0022172949002217286,0,2,3,0,0,0,3,0,5,3
4347,1,0.2888888888888889,2,5,5,0.03296019900497513,0.004434589800443461,1,1,2,3,3,0,9,4,3,2
4348,1,0.2777777777777778,1,2,2,0.029850746268656716,0.026607538802660754,1,0,3,0,0,0,9,5,0,3
4349,0,0.12222222222222229,3,4,5,0.12997512437810943,0.024390243902439025,0,2,2,2,0,3,8,6,2,3
4350,1,0.30000000000000004,0,4,6,0.0018656716417910432,0.006651884700665186,3,1,5,0,3,0,6,0,9,3
4351,1,0.05555555555555558,0,3,4,0.009328358208955223,0.004434589800443461,2,1,4,6,0,0,7,0,9,5
4352,1,0.3888888888888889,0,3,4,0.005597014925373137,0.004434589800443461,1,1,5,0,0,0,7,0,9,2
4353,0,0.4,3,4,4,0.12375621890547263,0.03991130820399113,0,3,3,1,0,3,9,7,3,2
4354,1,0.43333333333333335,2,4,4,0.12126865671641791,0.03547671840354767,1,0,1,1,3,0,9,5,0,1
4355,0,0.6,3,2,4,0.07462686567164178,0.044345898004434586,2,1,3,6,3,0,5,7,5,3
4356,1,0.6444444444444445,3,5,6,0.029228855721393034,0.050997782705099776,2,3,7,0,3,3,8,5,4,4
4357,0,0.05555555555555558,1,2,3,0.02052238805970149,0.006651884700665186,1,2,3,1,0,0,6,3,5,5
4358,2,0.3111111111111111,2,4,6,0.02798507462686567,0.008869179600886914,0,3,3,1,0,3,6,3,3,5
4359,0,0.8,2,1,4,0.01305970149253731,0.04656319290465632,1,1,5,0,0,0,2,5,5,3
4360,0,0.41111111111111115,4,4,4,0.03544776119402985,0.03104212860310421,3,1,3,0,3,0,9,9,3,3
4361,0,0.9111111111111111,3,4,6,0.13121890547263682,0.06651884700665188,2,0,4,6,3,0,6,5,0,2
4362,1,0.1333333333333334,2,4,5,0.026119402985074626,0.004434589800443461,2,2,2,3,0,3,8,4,4,5
4363,1,0.4444444444444445,0,3,5,0.049129353233830844,0.04212860310421286,0,2,3,0,0,0,6,0,6,5
4364,1,0.43333333333333335,5,4,5,0.10074626865671642,0.03991130820399113,2,3,5,6,3,3,8,9,3,4
4365,1,0.04444444444444451,1,4,5,0.025497512437810944,0.004434589800443461,3,2,4,1,3,0,8,2,5,5
4366,0,0.05555555555555558,0,3,4,0.008084577114427859,0.006651884700665186,1,1,2,0,0,0,7,0,5,5
4367,1,0.32222222222222224,3,2,4,0.041044776119402986,0.006651884700665186,1,1,1,2,0,3,5,7,1,3
4368,1,0.2777777777777778,1,2,4,0.029228855721393034,0.006651884700665186,1,1,5,2,0,0,5,2,3,8
4369,0,0.3777777777777778,3,4,6,0.03669154228855721,0.008869179600886914,2,2,7,1,3,0,6,5,5,4
4370,0,0.4777777777777778,3,1,3,0.12189054726368159,0.04212860310421286,1,2,4,1,0,3,3,9,4,5
4371,0,0.7444444444444445,6,5,6,0.11442786069651742,0.06651884700665188,3,1,4,6,2,0,8,9,5,2
4372,0,0.6,2,4,4,0.029228855721393034,0.050997782705099776,2,1,2,0,3,0,9,5,3,4
4373,1,0.3444444444444445,2,6,6,0.04415422885572139,0.03104212860310421,1,3,1,6,0,1,9,3,3,5
4374,0,0.5777777777777777,3,1,6,0.125,0.05543237250554324,2,1,4,6,3,0,1,5,3,4
4375,1,0.30000000000000004,0,3,5,0.01305970149253731,0.004434589800443461,0,2,4,6,0,0,6,0,6,4
4376,1,0.2777777777777778,3,3,4,0.08022388059701492,0.03104212860310421,1,1,1,6,3,0,7,7,3,1
4377,0,0.6444444444444445,4,4,6,0.12935323383084577,0.050997782705099776,2,2,4,6,3,3,6,6,3,2
4378,0,0.10000000000000003,2,4,5,0.034203980099502485,0.015521064301552106,2,1,2,6,3,0,8,4,9,3
4379,0,0.8444444444444444,1,4,5,0.062189054726368154,0.05543237250554324,2,1,5,0,3,0,8,2,5,4
4380,1,0.3777777777777778,2,5,5,0.016169154228855717,0.008869179600886914,2,1,4,6,3,3,9,4,2,4
4381,1,0.022222222222222254,5,3,6,0.09825870646766169,0.017738359201773836,2,2,3,2,3,3,5,8,4,2
4382,0,0.9,3,3,6,0.06902985074626866,0.05986696230598669,2,1,5,0,0,3,5,5,1,5
4383,0,0.3777777777777778,1,2,2,0.01243781094527363,0.006651884700665186,2,0,2,6,3,0,9,5,0,4
4384,1,0.3777777777777778,3,6,6,0.029228855721393034,0.006651884700665186,1,2,2,2,3,3,9,5,3,2
4385,1,0.011111111111111183,1,4,6,0.016791044776119403,0.006651884700665186,1,4,1,6,0,3,6,1,5,2
4386,1,0.6111111111111112,2,4,4,0.036069651741293535,0.04212860310421286,2,1,4,0,3,0,9,5,2,3
4387,1,0.2444444444444445,1,3,3,0.021766169154228854,0.004434589800443461,1,0,6,1,3,0,9,3,0,2
4388,1,0.48888888888888893,2,3,5,0.026119402985074626,0.04656319290465632,1,3,7,0,0,3,6,4,5,5
4389,1,0.30000000000000004,4,4,5,0.10883084577114427,0.03325942350332594,2,3,4,1,3,3,8,8,4,3
4390,1,0.3666666666666667,0,4,4,0.011194029850746266,0.01995565410199556,2,0,5,0,3,0,9,0,0,2
4391,1,0.33333333333333337,2,6,6,0.06281094527363183,0.03104212860310421,0,3,6,6,0,1,9,3,3,2
4392,0,0.5777777777777777,3,0,3,0.053482587064676616,0.04656319290465632,1,1,4,0,0,0,0,9,2,5
4393,1,0.2777777777777778,0,3,4,0.0037313432835820864,0.0022172949002217286,0,2,4,6,0,3,7,0,4,5
4394,0,0.6444444444444445,4,2,4,0.07898009950248756,0.04656319290465632,2,0,3,6,1,0,5,9,0,2
4395,2,0.30000000000000004,3,4,5,0.16666666666666666,0.03104212860310421,1,2,5,2,0,3,8,6,3,3
4396,0,0.43333333333333335,4,4,6,0.11629353233830846,0.03991130820399113,3,0,1,1,1,0,6,6,0,2
4397,0,0.5555555555555556,2,4,5,0.1013681592039801,0.050997782705099776,1,1,7,6,3,0,8,4,9,1
4398,1,0.11111111111111116,0,3,5,0.0037313432835820864,0.0022172949002217286,1,4,1,0,0,3,6,0,6,5
4399,1,0.0888888888888889,2,3,5,0.036069651741293535,0.006651884700665186,0,1,5,2,0,3,6,4,1,5
4400,1,0.6111111111111112,4,4,4,0.09390547263681592,0.04656319290465632,2,2,3,6,3,3,9,9,3,3
4401,0,0.3888888888888889,2,3,4,0.0404228855721393,0.03547671840354767,1,2,4,0,0,3,7,5,4,5
4402,1,0.3444444444444445,3,3,4,0.048507462686567165,0.03325942350332594,1,3,4,6,0,3,7,7,3,5
4403,1,0.35555555555555557,2,1,5,0.025497512437810944,0.011086474501108647,1,3,4,6,0,3,2,4,5,8
4404,0,0.12222222222222229,2,3,3,0.06654228855721393,0.024390243902439025,1,2,6,6,0,3,9,6,4,3
4405,1,0.43333333333333335,4,3,5,0.13495024875621892,0.03991130820399113,1,2,1,1,3,3,6,8,4,2
4406,0,0.4666666666666667,2,3,5,0.0845771144278607,0.0376940133037694,1,1,3,6,3,0,6,4,9,1
4407,1,0.0888888888888889,3,4,5,0.08395522388059701,0.01995565410199556,2,2,1,1,3,0,8,6,5,3
4408,0,0.9777777777777777,4,3,5,0.10074626865671642,0.050997782705099776,2,2,7,6,3,3,6,8,3,3
4409,0,0.4222222222222223,2,0,2,0.02052238805970149,0.013303769401330379,0,1,7,6,0,0,0,9,2,3
4410,0,0.1666666666666667,0,1,4,0.006218905472636815,0.006651884700665186,2,1,2,0,0,0,2,0,9,6
4411,0,0.4444444444444445,2,3,3,0.09639303482587064,0.04212860310421286,2,0,4,6,3,0,9,6,0,3
4412,0,0.9222222222222223,1,3,3,0.023631840796019897,0.04212860310421286,0,3,4,0,0,3,9,3,4,3
4413,1,0.20000000000000004,0,3,5,0.023009950248756218,0.006651884700665186,1,0,5,1,0,0,6,0,0,5
4414,0,0.03333333333333338,4,4,5,0.09390547263681592,0.017738359201773836,2,2,4,2,3,3,8,8,3,3
4415,1,0.8,3,3,5,0.17537313432835822,0.06208425720620842,2,1,6,1,3,0,6,6,5,3
4416,1,0.4666666666666667,3,4,6,0.14925373134328357,0.04656319290465632,2,0,6,1,3,0,6,5,0,2
4417,1,0.22222222222222227,3,4,4,0.03731343283582089,0.006651884700665186,2,1,6,2,3,3,9,7,1,4
4418,1,0.5777777777777777,2,5,6,0.06281094527363183,0.044345898004434586,3,1,4,6,3,0,8,3,3,5
4419,0,0.5777777777777777,3,4,4,0.1685323383084577,0.04212860310421286,2,2,4,1,3,3,9,7,3,4
4420,1,0.6666666666666667,3,4,5,0.07960199004975124,0.07095343680709534,1,3,6,0,3,3,8,6,4,2
4421,1,0.4777777777777778,1,3,4,0.031094527363184077,0.006651884700665186,2,1,3,1,0,0,7,2,3,6
4422,1,0.1444444444444445,5,4,6,0.0845771144278607,0.024390243902439025,2,2,4,1,3,3,6,8,4,2
4423,0,0.6666666666666667,1,1,4,0.02860696517412935,0.050997782705099776,2,1,4,0,0,0,2,2,9,5
4424,0,0.1666666666666667,4,4,5,0.0640547263681592,0.01995565410199556,2,1,3,1,1,0,8,8,9,1
4425,1,0.011111111111111183,0,4,6,0.015547263681592038,0.0022172949002217286,4,1,3,1,3,0,6,0,5,5
4426,0,0.4,2,3,4,0.11131840796019901,0.0376940133037694,1,1,5,1,0,0,7,5,3,3
4427,1,0.4222222222222223,2,4,4,0.06716417910447761,0.03991130820399113,2,0,3,6,3,0,9,5,0,3
4428,1,0.2777777777777778,4,6,6,0.10945273631840796,0.0376940133037694,1,3,5,1,0,3,9,6,3,3
4429,0,0.10000000000000003,0,2,6,0.0012437810945273645,0.004434589800443461,1,2,4,0,0,0,3,0,6,5
4430,0,0.05555555555555558,2,4,4,0.07213930348258707,0.015521064301552106,1,2,1,2,0,3,9,5,3,5
4431,1,0.2777777777777778,1,3,6,0.023631840796019897,0.004434589800443461,2,1,2,1,3,0,5,1,3,4
4432,0,0.4444444444444445,0,3,5,0.009950248756218902,0.006651884700665186,1,3,3,6,0,3,6,0,6,5
4433,0,0.2777777777777778,2,5,5,0.026119402985074626,0.03104212860310421,2,0,4,0,3,0,9,4,0,2
4434,1,0.6555555555555556,1,2,3,0.6554726368159204,0.4656319290465632,2,0,7,6,3,0,6,3,0,4
4435,1,0.21111111111111114,0,2,5,0.008084577114427859,0.004434589800443461,2,1,0,6,3,0,4,0,9,4
4436,0,0.6,4,4,6,0.5876865671641791,0.2993348115299335,1,2,6,6,3,3,6,6,4,2
4437,1,0.011111111111111183,0,3,5,0.009950248756218902,0.004434589800443461,2,2,1,6,3,0,6,0,6,4
4438,1,0.3666666666666667,1,2,3,0.05037313432835821,0.03547671840354767,1,1,3,6,0,0,6,3,5,2
4439,0,0.6222222222222222,4,4,4,0.08893034825870647,0.044345898004434586,0,2,7,6,0,1,9,9,1,2
4440,1,0.1777777777777778,4,5,6,0.041044776119402986,0.028824833702882482,1,2,1,6,0,3,8,6,2,5
4441,1,0.33333333333333337,1,3,4,0.01492537313432836,0.026607538802660754,2,0,4,0,3,0,7,2,0,2
4442,1,0.7222222222222222,5,4,5,0.14054726368159204,0.06208425720620842,2,2,7,6,3,3,8,9,2,3
4443,1,0.32222222222222224,0,2,3,0.01243781094527363,0.008869179600886914,2,1,1,6,0,0,6,0,9,5
4444,1,0.23333333333333336,1,3,4,0.025497512437810944,0.022172949002217293,1,2,5,0,0,3,7,2,3,5
4445,1,0.1555555555555556,3,3,4,0.10509950248756218,0.028824833702882482,0,2,6,1,0,1,7,7,2,5
4446,1,0.5,2,2,3,0.026119402985074626,0.008869179600886914,2,1,5,1,0,0,6,6,3,5
4447,0,0.6666666666666667,2,6,6,0.03917910447761194,0.04656319290465632,2,2,4,0,3,3,9,3,4,4
4448,1,0.3444444444444445,1,2,3,0.07587064676616916,0.0376940133037694,2,0,3,6,3,0,6,3,0,3
4449,1,0.5111111111111111,1,3,3,0.05783582089552239,0.03991130820399113,1,1,4,6,0,0,9,3,5,3
4450,0,0.06666666666666671,2,3,4,0.10385572139303482,0.022172949002217293,1,1,6,2,0,0,7,5,3,3
4451,1,0.5222222222222223,5,5,5,0.17848258706467662,0.044345898004434586,2,2,3,1,3,3,9,9,2,3
4452,0,0.4777777777777778,2,6,6,0.04539800995024876,0.03991130820399113,2,1,5,0,3,0,9,3,3,4
4453,0,0.32222222222222224,5,5,5,0.07462686567164178,0.0376940133037694,1,3,3,6,0,1,9,9,2,3
4454,0,0.2666666666666667,5,5,6,0.07898009950248756,0.03325942350332594,2,2,4,6,3,3,8,8,4,2
4455,1,0.11111111111111116,2,3,4,0.033582089552238806,0.004434589800443461,4,0,1,3,3,0,7,5,0,4
4456,1,0.4555555555555556,4,3,4,0.15982587064676618,0.04212860310421286,3,1,5,1,3,0,7,9,3,3
4457,0,0.41111111111111115,2,3,3,0.041666666666666664,0.03547671840354767,1,1,5,0,0,0,9,6,3,3
4458,1,0.6888888888888889,5,3,6,0.13805970149253732,0.05321507760532151,1,4,5,6,0,1,5,8,3,3
4459,0,0.1777777777777778,2,4,6,0.016791044776119403,0.004434589800443461,2,1,2,1,0,3,6,3,1,5
4460,0,0.4666666666666667,2,4,4,0.11753731343283583,0.03991130820399113,1,0,3,1,3,0,9,5,0,1
4461,0,0.3111111111111111,4,5,5,0.05223880597014925,0.006651884700665186,2,1,5,3,3,3,9,8,1,2
4462,1,0.4444444444444445,0,2,4,0.008084577114427859,0.008869179600886914,1,1,1,0,0,0,5,0,2,5
4463,0,0.04444444444444451,1,4,4,0.24875621890547261,0.07982261640798226,1,0,2,1,3,0,9,2,0,2
4464,1,0.43333333333333335,0,3,4,0.014303482587064674,0.004434589800443461,1,3,2,6,0,3,7,0,6,5
4465,1,0.04444444444444451,2,1,2,0.01990049751243781,0.006651884700665186,0,2,4,1,0,3,5,9,4,5
4466,1,0.3777777777777778,3,3,4,0.023631840796019897,0.006651884700665186,1,3,3,1,0,3,7,7,4,3
4467,0,0.5888888888888889,3,3,6,0.3606965174129353,0.11529933481152993,1,2,5,1,0,3,5,5,3,3
4468,1,0.5444444444444445,3,1,3,0.07027363184079602,0.048780487804878044,1,2,4,6,0,3,3,9,4,5
4469,1,0.022222222222222254,1,4,6,0.11504975124378108,0.015521064301552106,2,2,1,4,0,3,6,1,4,5
4470,0,0.06666666666666671,1,5,5,0.01305970149253731,0.006651884700665186,2,1,3,6,3,0,9,2,5,2
4471,0,0.5888888888888889,4,4,4,0.6038557213930348,0.1419068736141907,1,3,5,2,0,3,9,9,3,3
4472,1,0.4777777777777778,5,5,5,0.13246268656716417,0.050997782705099776,2,2,4,6,3,3,9,9,3,2
4473,0,0.4666666666666667,4,4,5,0.19340796019900497,0.048780487804878044,2,2,5,1,3,3,8,8,3,4
4474,1,0.3444444444444445,4,5,6,0.04228855721393035,0.006651884700665186,1,1,2,2,0,1,8,6,0,5
4475,0,0.4222222222222223,3,3,4,0.05845771144278607,0.03991130820399113,1,2,4,6,0,3,7,7,3,5
4476,1,0.5666666666666667,2,3,3,0.07711442786069651,0.0687361419068736,3,0,4,0,3,0,9,6,0,3
4477,1,0.5,2,2,3,0.1181592039800995,0.04656319290465632,1,1,4,6,0,0,6,6,3,3
4478,0,0.6111111111111112,2,2,5,0.07773631840796019,0.044345898004434586,2,0,4,6,3,0,4,4,0,4
4479,1,0.33333333333333337,6,5,6,0.12313432835820895,0.03547671840354767,2,3,5,1,3,1,8,9,2,3
4480,1,0.3666666666666667,2,2,4,0.11504975124378108,0.03991130820399113,1,2,4,1,0,3,5,5,4,8
4481,1,0.4,2,3,5,0.01243781094527363,0.008869179600886914,3,1,4,6,3,0,6,4,3,5
4482,0,0.8777777777777778,1,2,3,0.03669154228855721,0.06430155210643015,2,1,4,0,3,0,6,3,9,4
4483,1,0.4666666666666667,0,1,3,0.0006218905472636788,0.0022172949002217286,0,2,1,0,0,0,3,0,5,4
4484,1,0.5888888888888889,5,6,6,0.16106965174129353,0.050997782705099776,3,2,3,1,3,3,9,8,3,3
4485,1,0.7444444444444445,4,4,4,0.12748756218905472,0.048780487804878044,3,1,6,6,3,0,9,9,3,3
4486,0,0.03333333333333338,3,3,4,0.023009950248756218,0.015521064301552106,2,1,5,6,3,0,7,7,5,2
4487,0,0.4777777777777778,4,1,4,0.11567164179104478,0.044345898004434586,1,2,1,6,0,3,2,9,2,5
4488,0,0.1444444444444445,2,2,5,0.016169154228855717,0.006651884700665186,2,2,4,6,0,0,4,4,5,5
4489,1,0.6333333333333333,4,5,6,0.11878109452736318,0.050997782705099776,2,2,5,6,0,3,8,6,2,5
4490,1,0.10000000000000003,1,2,4,0.00746268656716418,0.006651884700665186,2,1,6,0,0,0,5,2,5,5
4491,1,0.6222222222222222,1,3,5,0.04477611940298507,0.05321507760532151,2,2,4,0,0,0,6,2,6,5
4492,0,0.9555555555555555,1,2,3,0.05845771144278607,0.050997782705099776,1,0,4,0,0,0,6,3,0,3
4493,1,0.1666666666666667,0,3,3,0.013681592039800995,0.004434589800443461,2,1,5,1,0,0,9,0,5,5
4494,1,0.23333333333333336,5,4,5,0.08830845771144279,0.03104212860310421,2,2,7,1,3,3,8,9,2,4
4495,1,0.30000000000000004,1,2,3,0.027363184079601987,0.004434589800443461,0,2,4,2,0,3,6,3,3,4
4496,0,0.30000000000000004,3,4,4,0.02860696517412935,0.03325942350332594,2,0,6,0,3,0,9,7,0,2
4497,0,0.6333333333333333,4,4,4,0.5920398009950248,0.2638580931263858,1,2,5,6,0,3,9,9,2,3
4498,1,0.6444444444444445,1,5,5,0.031094527363184077,0.05543237250554324,2,1,4,0,3,0,9,2,5,2
4499,0,0.5333333333333333,2,3,4,0.06778606965174129,0.04656319290465632,2,1,5,6,3,0,7,5,5,4
4500,1,0.3444444444444445,3,4,4,0.11567164179104478,0.03547671840354767,1,2,4,1,0,3,9,7,3,3
4501,0,0.3888888888888889,0,2,6,0.009328358208955223,0.004434589800443461,0,3,2,6,0,3,3,0,3,3
4502,1,0.5555555555555556,0,5,6,0.010572139303482588,0.0376940133037694,1,2,5,0,0,3,8,0,3,3
4503,0,0.8555555555555555,2,3,4,0.11567164179104478,0.0687361419068736,2,0,4,6,3,0,7,5,0,3
4504,0,0.7333333333333334,1,3,5,0.0472636815920398,0.05543237250554324,1,2,4,0,0,0,6,2,5,5
4505,1,0.21111111111111114,0,3,5,0.0012437810945273645,0.0,2,2,2,0,3,0,6,0,6,4
4506,0,0.35555555555555557,0,2,4,0.0037313432835820864,0.004434589800443461,1,2,5,0,0,0,5,0,5,5
4507,0,0.5666666666666667,3,4,4,0.09763681592039801,0.048780487804878044,2,1,4,6,3,0,9,7,3,3
4508,1,0.48888888888888893,1,2,5,0.015547263681592038,0.011086474501108647,1,2,1,6,0,0,4,2,5,5
4509,1,0.41111111111111115,4,4,4,0.16728855721393035,0.0376940133037694,2,1,1,2,3,0,9,9,3,2
4510,2,0.30000000000000004,3,1,4,0.11194029850746268,0.03325942350332594,1,2,6,1,0,3,2,7,4,5
4511,0,0.5333333333333333,3,4,6,0.12251243781094527,0.05321507760532151,0,3,4,6,0,3,6,5,3,5
4512,1,0.1555555555555556,1,3,5,0.008084577114427859,0.004434589800443461,1,2,5,6,0,3,6,2,2,5
4513,1,0.0888888888888889,0,5,6,0.0031094527363184077,0.0022172949002217286,2,1,3,0,3,0,8,0,5,3
4514,1,0.10000000000000003,0,1,2,0.0018656716417910432,0.0,0,0,2,0,0,0,5,0,0,3
4515,0,0.4777777777777778,3,4,4,0.5883084577114428,0.19068736141906872,1,2,5,1,0,3,9,7,2,3
4516,0,0.3444444444444445,5,3,5,0.19092039800995025,0.03547671840354767,2,2,3,2,3,3,6,9,3,2
4517,0,0.2666666666666667,3,2,3,0.14054726368159204,0.028824833702882482,1,2,3,2,0,3,6,9,4,3
4518,1,0.4555555555555556,0,5,5,0.01990049751243781,0.004434589800443461,1,2,2,1,0,3,9,0,3,5
4519,1,0.3888888888888889,0,3,6,0.0037313432835820864,0.006651884700665186,1,2,0,0,0,0,5,0,5,5
4520,0,0.23333333333333336,3,3,5,0.09763681592039801,0.026607538802660754,1,4,2,1,0,3,6,6,4,5
4521,1,0.21111111111111114,3,4,5,0.05534825870646766,0.01995565410199556,1,3,4,6,0,3,8,6,3,5
4522,1,0.11111111111111116,0,4,5,0.009328358208955223,0.004434589800443461,2,2,7,6,0,0,8,0,6,5
4523,0,0.5555555555555556,3,4,5,0.04788557213930348,0.05543237250554324,0,3,5,0,0,1,8,6,3,5
4524,1,0.30000000000000004,1,5,5,0.03296019900497513,0.028824833702882482,1,2,4,0,0,0,9,2,5,3
4525,0,0.1444444444444445,0,2,4,0.00746268656716418,0.004434589800443461,1,1,1,6,0,0,5,0,5,5
4526,1,0.011111111111111183,0,4,6,0.005597014925373137,0.008869179600886914,2,3,5,0,0,3,6,0,6,5
4527,0,0.2888888888888889,5,5,5,0.0914179104477612,0.03104212860310421,2,1,3,1,1,0,9,9,3,1
4528,0,0.3111111111111111,2,2,6,0.025497512437810944,0.028824833702882482,0,3,3,0,0,3,3,3,3,1
4529,1,0.4555555555555556,3,2,5,0.04353233830845771,0.0376940133037694,1,2,4,0,0,3,4,6,3,5
4530,0,0.6333333333333333,2,3,3,0.04415422885572139,0.0376940133037694,1,1,6,0,0,3,9,6,1,5
4531,1,0.11111111111111116,4,5,6,0.03544776119402985,0.006651884700665186,2,1,1,2,3,3,8,6,1,3
4532,1,0.022222222222222254,0,1,4,0.006218905472636815,0.004434589800443461,2,1,4,6,0,0,2,0,5,6
4533,0,0.8333333333333333,2,1,3,0.07276119402985075,0.050997782705099776,2,0,5,6,3,0,3,6,0,3
4534,0,0.4777777777777778,3,4,4,0.10883084577114427,0.04212860310421286,1,2,5,6,0,3,9,7,3,3
4535,1,0.1555555555555556,0,0,1,0.008084577114427859,0.004434589800443461,0,1,6,6,0,0,0,0,9,3
4536,1,0.1666666666666667,1,3,4,0.01990049751243781,0.008869179600886914,1,2,1,6,0,0,7,2,6,3
4537,1,0.8222222222222222,3,4,4,0.1044776119402985,0.05321507760532151,2,1,4,6,3,0,9,7,3,3
4538,0,0.3888888888888889,0,2,5,0.008084577114427859,0.004434589800443461,1,2,6,6,0,0,4,0,6,2
4539,0,0.2888888888888889,2,4,4,0.0845771144278607,0.028824833702882482,1,1,1,1,0,0,9,5,3,3
4540,0,0.6333333333333333,3,2,3,0.09825870646766169,0.048780487804878044,0,2,4,6,0,3,6,9,2,3
4541,0,0.6222222222222222,3,3,4,0.14054726368159204,0.05543237250554324,1,1,4,6,0,3,7,7,2,3
4542,0,0.7777777777777778,1,2,5,0.01305970149253731,0.04656319290465632,1,3,7,0,0,3,4,2,6,3
4543,1,0.2666666666666667,1,5,5,0.03296019900497513,0.004434589800443461,3,1,3,3,3,0,9,2,3,3
4544,2,0.3666666666666667,3,4,4,0.11753731343283583,0.03991130820399113,1,2,4,1,0,3,9,7,3,3
4545,1,0.12222222222222229,3,5,5,0.05286069651741293,0.017738359201773836,2,2,1,1,3,3,9,6,3,4
4546,1,0.2888888888888889,0,3,4,0.008084577114427859,0.004434589800443461,1,2,4,6,0,3,7,0,4,5
4547,0,1.0,5,3,6,0.15236318407960198,0.05986696230598669,2,1,5,6,1,0,5,8,5,1
4548,0,0.8777777777777778,3,3,5,0.1417910447761194,0.06208425720620842,1,2,6,6,0,3,6,6,2,8
4549,0,0.6111111111111112,3,5,5,0.11194029850746268,0.048780487804878044,1,2,5,6,0,3,9,6,3,3
4550,1,0.2555555555555556,5,6,6,0.10634328358208955,0.028824833702882482,2,2,3,1,3,3,9,8,3,2
4551,1,0.2777777777777778,5,4,5,0.08893034825870647,0.03104212860310421,1,3,5,1,0,1,8,9,2,3
4552,1,0.2555555555555556,2,4,4,0.011815920398009952,0.008869179600886914,2,1,1,0,3,0,9,5,3,4
4553,1,0.0888888888888889,0,2,4,0.019278606965174125,0.004434589800443461,2,1,6,1,0,0,5,0,9,5
4554,1,0.21111111111111114,0,2,2,0.009950248756218902,0.006651884700665186,1,0,4,6,0,0,9,0,0,5
4555,1,0.6666666666666667,2,3,3,0.1013681592039801,0.05986696230598669,0,1,7,6,0,3,9,6,1,5
4556,0,0.6333333333333333,5,4,5,0.11567164179104478,0.044345898004434586,3,1,4,6,1,0,8,9,5,2
4557,0,0.8777777777777778,3,3,4,0.17101990049751242,0.06651884700665188,1,2,5,6,0,3,7,7,2,3
4558,1,0.6222222222222222,4,5,5,0.10199004975124377,0.044345898004434586,2,2,4,6,3,3,9,8,3,3
4559,1,0.3111111111111111,0,2,5,0.005597014925373137,0.0022172949002217286,2,2,2,6,0,0,4,0,5,6
4560,1,0.6666666666666667,5,4,6,0.15671641791044777,0.05543237250554324,4,0,5,1,1,0,6,8,0,2
4561,1,0.06666666666666671,0,3,5,0.009950248756218902,0.006651884700665186,0,3,6,6,0,3,6,0,6,2
4562,0,0.6555555555555556,3,2,5,0.04228855721393035,0.048780487804878044,2,1,4,0,3,0,4,6,2,3
4563,0,0.4555555555555556,5,5,6,0.11940298507462686,0.0376940133037694,3,2,6,1,3,3,8,8,3,3
4564,1,0.6333333333333333,4,4,5,0.0945273631840796,0.05543237250554324,2,2,6,6,3,3,8,8,2,3
4565,0,0.011111111111111183,4,4,5,0.05223880597014925,0.015521064301552106,1,3,6,1,0,3,8,8,3,5
4566,0,0.6,0,4,5,0.027363184079601987,0.048780487804878044,1,1,5,0,0,0,8,0,5,5
4567,1,0.20000000000000004,1,3,5,0.01243781094527363,0.004434589800443461,1,2,6,6,0,0,6,2,6,2
4568,1,0.4222222222222223,3,5,6,0.025497512437810944,0.008869179600886914,2,2,2,6,3,3,8,5,2,4
4569,1,0.3777777777777778,3,4,4,0.08208955223880597,0.03547671840354767,2,1,4,6,3,0,9,7,3,3
4570,1,0.30000000000000004,2,2,4,0.03233830845771144,0.0376940133037694,0,3,4,0,0,3,5,5,3,3
4571,0,0.4777777777777778,3,3,5,0.0914179104477612,0.04656319290465632,2,1,4,6,3,0,6,6,3,4
4572,0,0.011111111111111183,3,4,5,0.036069651741293535,0.006651884700665186,1,2,2,2,0,3,8,6,3,3
4573,1,0.33333333333333337,3,4,6,0.026119402985074626,0.03104212860310421,3,2,3,0,3,0,6,5,5,3
4574,1,0.9888888888888889,2,2,5,0.06778606965174129,0.05986696230598669,0,2,6,0,0,3,4,4,3,3
4575,1,0.7,0,2,2,0.07276119402985075,0.06430155210643015,0,0,6,0,0,0,9,0,0,3
4576,1,0.05555555555555558,5,4,6,0.08706467661691542,0.017738359201773836,2,1,3,2,3,3,6,8,1,3
4577,0,0.3111111111111111,4,4,5,0.1691542288557214,0.03325942350332594,2,2,5,2,3,3,8,8,4,3
4578,0,0.3777777777777778,2,5,5,0.06902985074626866,0.028824833702882482,2,0,7,6,3,0,9,4,0,3
4579,1,0.11111111111111116,1,4,6,0.01305970149253731,0.011086474501108647,1,3,3,0,0,3,6,1,4,2
4580,1,0.3888888888888889,4,4,6,0.034203980099502485,0.006651884700665186,1,1,5,2,3,3,6,6,2,1
4581,1,0.2777777777777778,2,5,6,0.031094527363184077,0.004434589800443461,1,1,2,2,0,3,8,3,1,5
4582,1,0.06666666666666671,0,3,5,0.011194029850746266,0.004434589800443461,1,2,3,6,0,3,6,0,3,5
4583,0,0.8666666666666667,4,5,5,0.06592039800995025,0.057649667405764965,2,2,5,0,3,3,9,8,3,3
4584,0,0.32222222222222224,3,3,5,0.09701492537313433,0.03325942350332594,1,2,5,1,3,0,6,6,5,1
